"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases","diff","sign"
"1767","nov5","Arkansas","Independence","Batesville","Lyon College",12,"IndependenceArkansas",0.0415862524785195,"Fully online","655","Private nonprofit, 4-year",0.0183206106870229,-0.0232656417914966,"good"
"1768","nov5","Arkansas","Garland","Hot Springs","National Park College",36,"GarlandArkansas",0.0276497695852535,"Fully online","2017","Public, 2-year",0.0178482895389192,-0.00980148004633431,"good"
"1769","nov5","Arkansas","Benton","Bentonville","NorthWest Arkansas Community College",16,"BentonArkansas",0.0324567154233882,"Primarily online","7979","Public, 2-year",0.00200526381752099,-0.0304514516058672,"good"
"1770","nov5","Arkansas","Clark","Arkadelphia","Ouachita Baptist University",147,"ClarkArkansas",0.0252688172043011,"Primarily online","1660","Private nonprofit, 4-year",0.0885542168674699,0.0632853996631688,"bad"
"1771","nov5","Arkansas","Columbia","Magnolia","Southern Arkansas University",144,"ColumbiaArkansas",0.0331244404655327,"Undetermined","4472","Public, 4-year",0.0322003577817531,-0.000924082683779567,"good"
"1776","nov5","Arkansas","Sebastian","Fort Smith","University of Arkansas, Fort Smith",104,"SebastianArkansas",0.0414388196546895,"Primarily in person","6557","Public, 4-year",0.0158609120024401,-0.0255779076522494,"good"
"1777","nov5","Arkansas","Pulaski","Little Rock","University of Arkansas, Little Rock",149,"PulaskiArkansas",0.0328212272684359,"Hybrid","10515","Public, 4-year",0.0141702330004755,-0.0186509942679604,"good"
"1778","nov5","Arkansas","Drew","Monticello","University of Arkansas, Monticello",40,"DrewArkansas",0.0254679181074702,"Hybrid","3111","Public, 4-year",0.0128576020572163,-0.0126103160502539,"good"
"1779","nov5","Arkansas","Jefferson","Pine Bluff","University of Arkansas, Pine Bluff",172,"JeffersonArkansas",0.0660840416616784,"Primarily online","2579","Public, 4-year",0.0666925164792555,0.000608474817577129,"bad"
"1781","nov5","Arkansas","Conway","Conway","University of Central Arkansas",379,"ConwayArkansas",0.0183248584860405,"Primarily online","11177","Public, 4-year",0.0339089201037846,0.0155840616177441,"bad"
"1782","nov5","Arkansas","Johnson","Clarksville","University of the Ozarks",52,"JohnsonArkansas",0.0404469862292121,"Hybrid","872","Private nonprofit, 4-year",0.0596330275229358,0.0191860412937237,"bad"
"1784","nov5","California","Los Angeles","Lancaster","Antelope Valley College",14,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","14239","Public, 4-year",0.000983215113420886,-0.0302472518992327,"good"
"1785","nov5","California","Los Angeles","Azusa","Azusa Pacific University",8,"Los AngelesCalifornia",0.0312304670126536,"Fully online","10095","Private nonprofit, 4-year",0.00079247152055473,-0.0304379954920989,"good"
"1786","nov5","California","Kern","Bakersfield","Bakersfield College",0,"KernCalifornia",0.0388501691842498,"Primarily online","24589","Public, 4-year",0,-0.0388501691842498,"good"
"1787","nov5","California","Los Angeles","La Mirada","Biola University",6,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","6109","Private nonprofit, 4-year",0.000982157472581437,-0.0302483095400722,"good"
"1788","nov5","California","Riverside","Riverside","California Baptist University",9,"RiversideCalifornia",0.028458891273427,"Primarily online","10486","Private nonprofit, 4-year",0.000858287240129697,-0.0276006040332973,"good"
"1789","nov5","California","Los Angeles","Pasadena","California Institute of Technology",29,"Los AngelesCalifornia",0.0312304670126536,"Fully online","2233","Private nonprofit, 4-year",0.012987012987013,-0.0182434540256406,"good"
"1790","nov5","California","Ventura","Thousand Oaks","California Lutheran University",7,"VenturaCalifornia",0.0176547211249093,"Primarily online","4383","Private nonprofit, 4-year",0.00159707962582706,-0.0160576414990822,"good"
"1791","nov5","California","San Luis Obispo","San Luis Obispo","California Polytechnic State University, San Luis Obispo",271,"San Luis ObispoCalifornia",0.0158806969704462,"Primarily online","22013","Public, 4-year",0.0123109071912052,-0.003569789779241,"good"
"1792","nov5","California","Los Angeles","Pomona","California State Polytechnic University, Pomona",16,"Los AngelesCalifornia",0.0312304670126536,"Fully online","26598","Public, 4-year",0.000601548988645763,-0.0306289180240078,"good"
"1793","nov5","California","Solano","Vallejo","California State University Maritime Academy",3,"SolanoCalifornia",0.0178736180393751,"Primarily online","1046","Public, 4-year",0.00286806883365201,-0.0150055492057231,"good"
"1794","nov5","California","Kern","Bakersfield","California State University, Bakersfield",5,"KernCalifornia",0.0388501691842498,"Primarily online","10816","Public, 4-year",0.000462278106508876,-0.0383878910777409,"good"
"1796","nov5","California","Butte","Chico","California State University, Chico",204,"ButteCalifornia",0.0147135309736936,"Fully online","17578","Public, 4-year",0.011605415860735,-0.00310811511295859,"good"
"1799","nov5","California","Orange","Fullerton","California State University, Fullerton",10,"OrangeCalifornia",0.0198775573953645,"Fully online","40280","Public, 4-year",0.000248262164846077,-0.0196292952305184,"good"
"1800","nov5","California","Los Angeles","Long Beach","California State University, Long Beach",32,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","37466","Public, 4-year",0.000854107724336732,-0.0303763592883169,"good"
"1801","nov5","California","Los Angeles","Los Angeles","California State University, Los Angeles",88,"Los AngelesCalifornia",0.0312304670126536,"Fully online","28036","Public, 4-year",0.00313882151519475,-0.0280916454974589,"good"
"1803","nov5","California","Los Angeles","Los Angeles","California State University, Northridge",39,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","40212","Public, 4-year",0.000969859743360191,-0.0302606072692934,"good"
"1804","nov5","California","Sacramento","Sacramento","California State University, Sacramento",43,"SacramentoCalifornia",0.017574729810355,"Primarily online","31902","Public, 4-year",0.00134787787599524,-0.0162268519343598,"good"
"1805","nov5","California","San Bernardino","San Bernardino","California State University, San Bernardino",30,"San BernardinoCalifornia",0.0308226514103808,"Primarily online","20238","Public, 4-year",0.00148235991698784,-0.029340291493393,"good"
"1806","nov5","California","San Diego","San Marcos","California State University, San Marcos",27,"San DiegoCalifornia",0.0174305715732118,"Primarily online","15972","Public, 4-year",0.00169045830202855,-0.0157401132711832,"good"
"1808","nov5","California","Orange","Orange","Chapman University",37,"OrangeCalifornia",0.0198775573953645,"Primarily online","9608","Private nonprofit, 4-year",0.00385095753538718,-0.0160265998599773,"good"
"1811","nov5","California","Orange","Cypress","Cypress College",9,"OrangeCalifornia",0.0198775573953645,"Fully online","15794","Public, 4-year",0.000569836646827909,-0.0193077207485366,"good"
"1812","nov5","California","Marin","San Rafael","Dominican University of California",4,"MarinCalifornia",0.0278372342809455,"Primarily online","1779","Private nonprofit, 4-year",0.00224845418774592,-0.0255887800931996,"good"
"1813","nov5","California","Plumas","Quincy","Feather River College",7,"PlumasCalifornia",0.00467910884245228,"Primarily online","2216","Public, 4-year",0.00315884476534296,-0.00152026407710932,"good"
"1814","nov5","California","Santa Clara","Los Altos","Foothill College",0,"Santa ClaraCalifornia",0.0133334924050186,"Primarily online","14732","Public, 4-year",0,-0.0133334924050186,"good"
"1817","nov5","California","Los Angeles","Claremont","Harvey Mudd College",5,"Los AngelesCalifornia",0.0312304670126536,"Fully online","902","Private nonprofit, 4-year",0.00554323725055432,-0.0256872297620993,"good"
"1818","nov5","California","Alameda","Oakland","Holy Names University",2,"AlamedaCalifornia",0.0145937753727722,"Fully online","960","Private nonprofit, 4-year",0.00208333333333333,-0.0125104420394389,"good"
"1819","nov5","California","Humboldt","Arcata","Humboldt State University",12,"HumboldtCalifornia",0.00441877277622863,"Primarily online","7972","Public, 4-year",0.00150526843953838,-0.00291350433669025,"good"
"1821","nov5","California","Los Angeles","Los Angeles","Loyola Marymount University",21,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","9838","Private nonprofit, 4-year",0.00213458019922749,-0.0290958868134261,"good"
"1822","nov5","California","San Mateo","Atherton","Menlo College",3,"San MateoCalifornia",0.0151701142617859,"Fully online","775","Private nonprofit, 4-year",0.00387096774193548,-0.0112991465198504,"good"
"1823","nov5","California","Alameda","Oakland","Mills College",3,"AlamedaCalifornia",0.0145937753727722,"Primarily online","1257","Private nonprofit, 4-year",0.00238663484486874,-0.0122071405279035,"good"
"1827","nov5","California","San Mateo","Belmont","Notre Dame de Namur University",0,"San MateoCalifornia",0.0151701142617859,"Fully online","1492","Private nonprofit, 4-year",0,-0.0151701142617859,"good"
"1828","nov5","California","Los Angeles","Los Angeles","Occidental College",5,"Los AngelesCalifornia",0.0312304670126536,"Fully online","1930","Private nonprofit, 4-year",0.00259067357512953,-0.0286397934375241,"good"
"1829","nov5","California","Los Angeles","Malibu","Pepperdine University",26,"Los AngelesCalifornia",0.0312304670126536,"Fully online","7961","Private nonprofit, 4-year",0.00326592136666248,-0.0279645456459911,"good"
"1830","nov5","California","Los Angeles","Claremont","Pitzer College",1,"Los AngelesCalifornia",0.0312304670126536,"Fully online","1072","Private nonprofit, 4-year",0.000932835820895522,-0.0302976311917581,"good"
"1831","nov5","California","San Diego","San Diego","Point Loma Nazarene University",46,"San DiegoCalifornia",0.0174305715732118,"Hybrid","4592","Private nonprofit, 4-year",0.0100174216027875,-0.00741314997042434,"good"
"1832","nov5","California","Los Angeles","Claremont","Pomona College",1,"Los AngelesCalifornia",0.0312304670126536,"Fully online","1573","Private nonprofit, 4-year",0.000635727908455181,-0.0305947391041984,"good"
"1833","nov5","California","Los Angeles","Whittier","Rio Hondo College",19,"Los AngelesCalifornia",0.0312304670126536,"Fully online","19997","Public, 4-year",0.000950142521378207,-0.0302803244912754,"good"
"1834","nov5","California","Contra Costa","Moraga","Saint Mary's College of California",9,"Contra CostaCalifornia",0.0168804170863942,"Primarily online","3881","Private nonprofit, 4-year",0.00231898995104355,-0.0145614271353507,"good"
"1835","nov5","California","San Diego","San Diego","San Diego City College",5,"San DiegoCalifornia",0.0174305715732118,"Primarily online","15066","Public, 2-year",0.000331873091729723,-0.0170986984814821,"good"
"1836","nov5","California","San Diego","San Diego","San Diego Mesa College",2,"San DiegoCalifornia",0.0174305715732118,"Primarily online","22284","Public, 4-year",8.9750493627715e-05,-0.0173408210795841,"good"
"1837","nov5","California","San Diego","San Diego","San Diego Miramar College",2,"San DiegoCalifornia",0.0174305715732118,"Primarily online","15893","Public, 2-year",0.000125841565469074,-0.0173047300077427,"good"
"1839","nov5","California","San Francisco","San Francisco","San Francisco State University",7,"San FranciscoCalifornia",0.014371294165157,"Primarily online","29778","Public, 4-year",0.000235072872590503,-0.0141362212925665,"good"
"1840","nov5","California","Santa Clara","San Jose","San Jose State University",54,"Santa ClaraCalifornia",0.0133334924050186,"Primarily online","35400","Public, 4-year",0.00152542372881356,-0.011808068676205,"good"
"1841","nov5","California","Orange","Santa Ana","Santa Ana College",9,"OrangeCalifornia",0.0198775573953645,"Primarily online","28425","Public, 4-year",0.000316622691292876,-0.0195609347040716,"good"
"1842","nov5","California","Santa Clara","Santa Clara","Santa Clara University",36,"Santa ClaraCalifornia",0.0133334924050186,"Primarily online","8642","Private nonprofit, 4-year",0.00416570238370747,-0.00916779002131113,"good"
"1843","nov5","California","Los Angeles","Santa Monica","Santa Monica College",5,"Los AngelesCalifornia",0.0312304670126536,"Fully online","28800","Public, 4-year",0.000173611111111111,-0.0310568559015425,"good"
"1844","nov5","California","Los Angeles","Claremont","Scripps College",4,"Los AngelesCalifornia",0.0312304670126536,"Fully online","1071","Private nonprofit, 4-year",0.00373482726423903,-0.0274956397484146,"good"
"1845","nov5","California","Shasta","Redding","Shasta College",5,"ShastaCalifornia",0.0131885828520657,"Hybrid","9105","Public, 4-year",0.000549148819330038,-0.0126394340327357,"good"
"1846","nov5","California","San Mateo","San Bruno","Skyline College",0,"San MateoCalifornia",0.0151701142617859,"Primarily online","9014","Public, 4-year",0,-0.0151701142617859,"good"
"1847","nov5","California","Solano","Fairfield","Solano Community College",0,"SolanoCalifornia",0.0178736180393751,"Primarily online","9378","Public, 4-year",0,-0.0178736180393751,"good"
"1848","nov5","California","Sonoma","Ronhert Park","Sonoma State University",4,"SonomaCalifornia",0.0203120954168824,"Primarily online","9459","Public, 4-year",0.000422877682630299,-0.0198892177342521,"good"
"1850","nov5","California","Santa Clara","Stanford","Stanford University",165,"Santa ClaraCalifornia",0.0133334924050186,"Primarily online","17381","Private nonprofit, 4-year",0.00949312467637075,-0.00384036772864785,"good"
"1852","nov5","California","Alameda","Berkeley","University of California, Berkeley",238,"AlamedaCalifornia",0.0145937753727722,"Primarily online","42501","Public, 4-year",0.00559986823839439,-0.00899390713437781,"good"
"1853","nov5","California","Yolo","Davis","University of California, Davis",96,"YoloCalifornia",0.0153968253968254,"Primarily online","38167","Public, 4-year",0.00251526187544214,-0.0128815635213833,"good"
"1855","nov5","California","Orange","Irvine ","University of California, Irvine",119,"OrangeCalifornia",0.0198775573953645,"Primarily online","36032","Public, 4-year",0.00330261989342806,-0.0165749375019364,"good"
"1856","nov5","California","Los Angeles","Los Angeles","University of California, Los Angeles",251,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","44537","Public, 4-year",0.00563576352246447,-0.0255947034901891,"good"
"1857","nov5","California","Merced","Merced","University of California, Merced",22,"MercedCalifornia",0.0357101699798329,"Primarily online","8544","Public, 4-year",0.0025749063670412,-0.0331352636127917,"good"
"1858","nov5","California","Riverside","Riverside","University of California, Riverside",80,"RiversideCalifornia",0.028458891273427,"Primarily online","23922","Public, 4-year",0.00334420198980018,-0.0251146892836268,"good"
"1859","nov5","California","San Diego","San Diego","University of California, San Diego",384,"San DiegoCalifornia",0.0174305715732118,"Primarily online","37887","Public, 4-year",0.0101354026447066,-0.00729516892850517,"good"
"1861","nov5","California","Santa Barbara","Santa Barbara","University of California, Santa Barbara",33,"Santa BarbaraCalifornia",0.0225957952873355,"Primarily online","25976","Public, 4-year",0.00127040344933785,-0.0213253918379976,"good"
"1862","nov5","California","Santa Cruz","Santa Cruz","University of California, Santa Cruz",20,"Santa CruzCalifornia",0.0110939084157782,"Primarily online","19700","Public, 4-year",0.00101522842639594,-0.0100786799893823,"good"
"1863","nov5","California","Los Angeles","La Verne","University of La Verne",0,"Los AngelesCalifornia",0.0312304670126536,"Primarily in person","8064","Private nonprofit, 4-year",0,-0.0312304670126536,"good"
"1864","nov5","California","San Bernardino","Redlands","University of Redlands",9,"San BernardinoCalifornia",0.0308226514103808,"Fully online","4598","Private nonprofit, 4-year",0.0019573727707699,-0.0288652786396109,"good"
"1865","nov5","California","San Diego","San Diego","University of San Diego",175,"San DiegoCalifornia",0.0174305715732118,"Primarily online","9073","Private nonprofit, 4-year",0.0192879973547889,0.00185742578157714,"bad"
"1866","nov5","California","San Francisco","San Francisco","University of San Francisco",9,"San FranciscoCalifornia",0.014371294165157,"Fully online","10713","Private nonprofit, 4-year",0.000840100812097452,-0.0135311933530595,"good"
"1867","nov5","California","Los Angeles","Los Angeles","University of Southern California",556,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","47310","Private nonprofit, 4-year",0.0117522722468823,-0.0194781947657713,"good"
"1868","nov5","California","San Joaquin","Stockton","University of the Pacific",10,"San JoaquinCalifornia",0.0295953016999323,"Fully online","6493","Private nonprofit, 4-year",0.00154012012937009,-0.0280551815705622,"good"
"1869","nov5","California","Santa Barbara","Santa Barbara","Westmont College",8,"Santa BarbaraCalifornia",0.0225957952873355,"Hybrid","1277","Private nonprofit, 4-year",0.0062646828504307,-0.0163311124369048,"good"
"1870","nov5","California","Los Angeles","Whittier","Whittier College",2,"Los AngelesCalifornia",0.0312304670126536,"Primarily online","1852","Private nonprofit, 4-year",0.00107991360691145,-0.0301505534057422,"good"
"1871","nov5","Colorado","Alamosa","Alamosa","Adams State University",17,"AlamosaColorado",0.0230394874638083,"Hybrid","3110","Public, 4-year",0.00546623794212219,-0.0175732495216861,"good"
"1872","nov5","Colorado","Arapahoe","Littleton","Arapahoe Community College",29,"ArapahoeColorado",0.0233844560532448,"Hybrid","11544","Public, 4-year",0.00251212751212751,-0.0208723285411173,"good"
"1873","nov5","Colorado","Jefferson","Lakewood","Colorado Christian University",25,"JeffersonColorado",0.0181975394634582,"Primarily in person","7625","Private nonprofit, 4-year",0.00327868852459016,-0.014918850938868,"good"
"1874","nov5","Colorado","El Paso","Colorado Springs","Colorado College",18,"El PasoColorado",0.017941346718434,"Fully online","2144","Private nonprofit, 4-year",0.0083955223880597,-0.0095458243303743,"good"
"1875","nov5","Colorado","Mesa","Grand Junction","Colorado Mesa University",164,"MesaColorado",0.0132027754360936,"Primarily in person","9492","Public, 4-year",0.0172777075431943,0.00407493210710067,"bad"
"1877","nov5","Colorado","Jefferson","Golden","Colorado School of Mines",109,"JeffersonColorado",0.0181975394634582,"Primarily in person","6325","Public, 4-year",0.0172332015810277,-0.000964337882430534,"good"
"1880","nov5","Colorado","Denver","Denver","Community College of Denver",21,"DenverColorado",0.0296282646989663,"Hybrid","7887","Public, 4-year",0.00266260935717003,-0.0269656553417963,"good"
"1881","nov5","Colorado","La Plata","Durango","Fort Lewis College",42,"La PlataColorado",0.00739937034204301,"Primarily in person","3319","Public, 4-year",0.0126544139801145,0.00525504363807148,"bad"
"1882","nov5","Colorado","Adams","Westminster","Front Range Community College",19,"AdamsColorado",0.0330620519847474,"Primarily online","18880","Public, 2-year",0.00100635593220339,-0.032055696052544,"good"
"1884","nov5","Colorado","Denver","Denver","Metropolitan State University of Denver",50,"DenverColorado",0.0296282646989663,"Hybrid","20192","Public, 4-year",0.00247622820919176,-0.0271520364897745,"good"
"1885","nov5","Colorado","Morgan","Fort Morgan","Morgan Community College",6,"MorganColorado",0.0334732351726985,"Hybrid","1228","Public, 2-year",0.00488599348534202,-0.0285872416873565,"good"
"1886","nov5","Colorado","El Paso","Colorado Springs","Pikes Peak Community College",40,"El PasoColorado",0.017941346718434,"Primarily online","13204","Public, 4-year",0.00302938503483793,-0.0149119616835961,"good"
"1887","nov5","Colorado","Pueblo","Pueblo","Pueblo Community College",5,"PuebloColorado",0.0167790813660761,"Hybrid","6197","Public, 4-year",0.000806842020332419,-0.0159722393457437,"good"
"1889","nov5","Colorado","Denver","Denver","Regis University",101,"DenverColorado",0.0296282646989663,"Hybrid","7907","Private nonprofit, 4-year",0.0127734918426711,-0.0168547728562952,"good"
"1890","nov5","Colorado","Las Animas","Trinidad","Trinidad State Junior College",4,"Las AnimasColorado",0.00654901420102027,"Hybrid","1542","Public, 2-year",0.00259403372243839,-0.00395498047858188,"good"
"1895","nov5","Colorado","Denver","Denver","University of Denver",289,"DenverColorado",0.0296282646989663,"Primarily online","11952","Private nonprofit, 4-year",0.0241800535475234,-0.00544821115144287,"good"
"1896","nov5","Colorado","Weld","Greeley","University of Northern Colorado",99,"WeldColorado",0.0226014817006274,"Hybrid","13437","Public, 4-year",0.00736771600803751,-0.0152337656925899,"good"
"1898","nov5","Connecticut","New Haven","New Haven","Albertus Magnus College",4,"New HavenConnecticut",0.0220670904128308,"Primarily in person","1456","Private nonprofit, 4-year",0.00274725274725275,-0.0193198376655781,"good"
"1899","nov5","Connecticut","Hartford","New Britain","Central Connecticut State University",99,"HartfordConnecticut",0.021880186605661,"Primarily online","11822","Public, 4-year",0.00837421756048046,-0.0135059690451805,"good"
"1900","nov5","Connecticut","New London","New London","Connecticut College",30,"New LondonConnecticut",0.0156142772033815,"Other","1844","Private nonprofit, 4-year",0.0162689804772234,0.000654703273841926,"bad"
"1901","nov5","Connecticut","Windham","Windham","Eastern Connecticut State University",52,"WindhamConnecticut",0.0136065489544622,"Primarily in person","5208","Public, 4-year",0.00998463901689708,-0.00362190993756512,"good"
"1902","nov5","Connecticut","Fairfield","Fairfield","Fairfield University",359,"FairfieldConnecticut",0.0276890850729118,"Primarily in person","5273","Private nonprofit, 4-year",0.0680826853783425,0.0403936003054307,"bad"
"1903","nov5","Connecticut","New London","New London","Mitchell College",3,"New LondonConnecticut",0.0156142772033815,"Primarily in person","665","Private nonprofit, 4-year",0.00451127819548872,-0.0111029990078928,"good"
"1905","nov5","Connecticut","New Haven","Hamden","Quinnipiac University",56,"New HavenConnecticut",0.0220670904128308,"Primarily in person","10207","Private nonprofit, 4-year",0.0054864308807681,-0.0165806595320627,"good"
"1906","nov5","Connecticut","Fairfield","Fairfield","Sacred Heart University",425,"FairfieldConnecticut",0.0276890850729118,"Primarily in person","8958","Private nonprofit, 4-year",0.0474436258093324,0.0197545407364206,"bad"
"1907","nov5","Connecticut","New Haven","New Haven","Southern Connecticut State University",59,"New HavenConnecticut",0.0220670904128308,"Primarily online","10050","Public, 4-year",0.00587064676616915,-0.0161964436466616,"good"
"1909","nov5","Connecticut","Hartford","Farmington","Tunxis Community College",4,"HartfordConnecticut",0.021880186605661,"Hybrid","3902","Public, 2-year",0.00102511532547412,-0.0208550712801869,"good"
"1911","nov5","Connecticut","Fairfield","Bridgeport","University of Bridgeport",17,"FairfieldConnecticut",0.0276890850729118,"Primarily in person","5485","Private nonprofit, 4-year",0.00309936189608022,-0.0245897231768316,"good"
"1912","nov5","Connecticut","Tolland","Storrs","University of Connecticut",414,"TollandConnecticut",0.0127520385347762,"Primarily online","27412","Public, 4-year",0.0151028746534365,0.00235083611866025,"bad"
"1913","nov5","Connecticut","Hartford","West Hartford","University of Hartford",64,"HartfordConnecticut",0.021880186605661,"Primarily in person","6770","Private nonprofit, 4-year",0.00945347119645495,-0.0124267154092061,"good"
"1914","nov5","Connecticut","New Haven","West Haven","University of New Haven",190,"New HavenConnecticut",0.0220670904128308,"Primarily in person","6867","Private nonprofit, 4-year",0.0276685597786515,0.00560146936582072,"bad"
