date,state,county,city,college,cases,countyCovidProp,plan,enrollment2018,type,adjCases
5-Nov,Pennsylvania,Snyder,Selinsgrove,Susquehanna University,14,0.013400376,Primarily in person,2396,"Private nonprofit, 4-year",0.005843072
5-Nov,Pennsylvania,Delaware,Swarthmore,Swarthmore College,24,0.025544026,Primarily online,1559,"Private nonprofit, 4-year",0.015394484
5-Nov,Pennsylvania,Philadelphia,Philadelphia,Temple University,711,0.029618121,Primarily online,39740,"Public, 4-year",0.017891293
5-Nov,Pennsylvania,Mercer,Greenville,Thiel College,39,0.011551396,Primarily in person,742,"Private nonprofit, 4-year",0.052560647
5-Nov,Pennsylvania,Philadelphia,Philadelphia,Thomas Jefferson University,140,0.029618121,Hybrid,7786,"Private nonprofit, 4-year",0.017980992
5-Nov,Pennsylvania,Philadelphia,Philadelphia,University of Pennsylvania,660,0.029618121,Fully online,25860,"Private nonprofit, 4-year",0.025522042
5-Nov,Pennsylvania,McKean,Bradford,"University of Pittsburgh, Bradford",25,0.00448,Hybrid,1281,"Public, 4-year",0.019516003
5-Nov,Pennsylvania,Westmoreland,Greensburg,"University of Pittsburgh, Greensburg",7,0.013806288,Hybrid,1508,"Public, 4-year",0.00464191
5-Nov,Pennsylvania,Lackawanna,Scranton,University of Scranton,620,0.019015233,Hybrid,5286,"Private nonprofit, 4-year",0.117290957
5-Nov,Pennsylvania,Chester,Phoenixville,University of Valley Forge,2,0.016345104,Hybrid,659,"Private nonprofit, 4-year",0.003034901
5-Nov,Pennsylvania,Montgomery,Collegeville,Ursinus College,21,0.017933242,Primarily in person,1435,"Private nonprofit, 4-year",0.014634146
5-Nov,Pennsylvania,Delaware,Villanova,Villanova University,252,0.025544026,Primarily in person,11030,"Private nonprofit, 4-year",0.022846782
5-Nov,Pennsylvania,Greene,Waynesburg,Waynesburg University,18,0.008472939,Primarily in person,1674,"Private nonprofit, 4-year",0.010752688
5-Nov,Pennsylvania,Delaware,Chester,Widener University,36,0.025544026,Primarily online,6621,"Private nonprofit, 4-year",0.005437245
5-Nov,Pennsylvania,Luzerne,Wilkes-Barre,Wilkes University,41,0.01846467,Primarily online,5132,"Private nonprofit, 4-year",0.007989088
5-Nov,Pennsylvania,York,York,York College of Pennsylvania,40,0.015646086,Hybrid,4317,0,0.009265694
5-Nov,Rhode Island,Providence,Providence,Brown University,43,0.039611476,Primarily online,10257,"Private nonprofit, 4-year",0.004192259
5-Nov,Rhode Island,Providence,Smithfield,Bryant University,32,0.039611476,Primarily in person,3788,"Private nonprofit, 4-year",0.00844773
5-Nov,Rhode Island,Providence,Providence,Providence College,268,0.039611476,Fully online,4674,"Private nonprofit, 4-year",0.057338468
5-Nov,Rhode Island,Providence,Providence,Rhode Island College,33,0.039611476,Primarily online,7766,"Public, 4-year",0.004249292
5-Nov,Rhode Island,Providence,Providence,Rhode Island School of Design,9,0.039611476,Primarily online,2467,"Private nonprofit, 4-year",0.003648156
5-Nov,Rhode Island,Bristol,Bristol,Roger Williams University,72,0.01363477,Primarily in person,4860,"Private nonprofit, 4-year",0.014814815
5-Nov,Rhode Island,Newport,Newport,Salve Regina University,8,0.009709802,Primarily in person,2647,"Private nonprofit, 4-year",0.003022289
5-Nov,Rhode Island,Washington,Kingston,University of Rhode Island,462,0.011451142,Other,17777,"Public, 4-year",0.025988637
5-Nov,South Carolina,Richland,Columbia,Benedict College,6,0.043176456,Hybrid,2165,"Private nonprofit, 4-year",0.002771363
5-Nov,South Carolina,Greenville,Greenville,Bob Jones University,34,0.03564948,Fully in person,3005,"Private nonprofit, 4-year",0.011314476
5-Nov,South Carolina,Charleston,North Charleston,Charleston Southern University,23,0.043052362,Primarily online,3414,"Private nonprofit, 4-year",0.006736965
5-Nov,South Carolina,Orangeburg,Orangeburg,Claflin University,8,0.039849144,Primarily online,2172,"Private nonprofit, 4-year",0.003683241
5-Nov,South Carolina,Pickens,Clemson,Clemson University,4831,0.037987453,Primarily online,24951,"Public, 4-year",0.193619494
5-Nov,South Carolina,Horry,Conway,Coastal Carolina University,327,0.036254416,Primarily online,10641,"Public, 4-year",0.030730195
5-Nov,South Carolina,Charleston,Charleston,College of Charleston,451,0.043052362,Primarily online,10783,"Public, 4-year",0.041825095
5-Nov,South Carolina,Spartanburg,Spartanburg,Converse College,5,0.029988899,Primarily in person,1380,"Private nonprofit, 4-year",0.003623188
5-Nov,South Carolina,Florence,Florence,Francis Marion University,56,0.041918246,Primarily in person,3940,"Public, 4-year",0.014213198
5-Nov,South Carolina,Greenville,Greenville,Furman University,100,0.03564948,Hybrid,2947,"Private nonprofit, 4-year",0.033932813
5-Nov,South Carolina,Greenville,Greenville,Greenville Technical College,211,0.03564948,Primarily in person,10864,"Public, 2-year",0.019421944
5-Nov,South Carolina,Greenwood,Greenwood,Lander University,128,0.037324709,Hybrid,3044,"Public, 4-year",0.042049934
5-Nov,South Carolina,Cherokee,Gaffney,Limestone College,16,0.027905759,Primarily in person,2442,"Private nonprofit, 4-year",0.006552007
5-Nov,South Carolina,Newberry,Newberry,Newberry College,23,0.045473465,Primarily in person,1208,"Private nonprofit, 4-year",0.019039735
5-Nov,South Carolina,Greenville,Tigerville,North Greenville University,136,0.03564948,Primarily in person,2578,"Private nonprofit, 4-year",0.052754073
5-Nov,South Carolina,Laurens,Clinton,Presbyterian College,97,0.029825315,Primarily in person,1330,"Private nonprofit, 4-year",0.072932331
5-Nov,South Carolina,Orangeburg,Orangeburg,South Carolina State University,13,0.039849144,Hybrid,3022,"Public, 4-year",0.004301787
5-Nov,South Carolina,Pickens,Central,Southern Wesleyan University,6,0.037987453,Fully online,1551,"Private nonprofit, 4-year",0.003868472
5-Nov,South Carolina,Charleston,Charleston,The Citadel,133,0.043052362,Primarily in person,3763,"Public, 4-year",0.03534414
5-Nov,South Carolina,Spartanburg,Spartanburg,University of South Carolina Upstate,138,0.029988899,Hybrid,6175,"Public, 4-year",0.022348178
5-Nov,South Carolina,York,Rock Hill,Winthrop University,40,0.025784845,Primarily online,5813,"Public, 4-year",0.006881129
5-Nov,South Carolina,Spartanburg,Spartanburg,Wofford College,125,0.029988899,Primarily in person,1666,"Private nonprofit, 4-year",0.075030012
5-Nov,South Dakota,Lawrence,Spearfish,Black Hills State University,72,0.046509828,Fully in person,4035,"Public, 4-year",0.017843866
5-Nov,South Dakota,Lake,Madison,Dakota State University,25,0.038290224,Fully in person,3382,"Public, 4-year",0.007392076
5-Nov,South Dakota,Yankton,Yankton,Mount Marty College,21,0.044490225,Fully in person,1044,"Private nonprofit, 4-year",0.020114943
5-Nov,South Dakota,Brown,Aberdeen,Northern State University,45,0.061175622,Fully in person,3493,"Public, 4-year",0.012882909
5-Nov,South Dakota,Oglala Lakota,Kyle ,Oglala Lakota College,0,0.081328913,Fully online,1300,"Public, 4-year",0
5-Nov,South Dakota,Pennington,Rapid City ,South Dakota School of Mines and Technology,41,0.047259943,Hybrid,2654,"Public, 4-year",0.01544838
5-Nov,South Dakota,Brookings,Brookings,South Dakota State University,91,0.04661174,Hybrid,12104,"Public, 4-year",0.007518176
5-Nov,South Dakota,Minnehaha,Sioux Falls,University of Sioux Falls,31,0.069702901,Fully in person,1615,"Private nonprofit, 4-year",0.019195046
5-Nov,South Dakota,Clay,Vermillion,University of South Dakota,249,0.065742715,Primarily in person,10066,"Public, 4-year",0.024736738
5-Nov,Tennessee,Montgomery,Clarksville,Austin Peay State University,205,0.022110788,Hybrid,10954,"Public, 4-year",0.018714625
5-Nov,Tennessee,Davidson,Nashville,Belmont University,112,0.051990653,Primarily online,8260,"Private nonprofit, 4-year",0.013559322
5-Nov,Tennessee,Jefferson,Jefferson City,Carson-Newman University,167,0.030718415,Primarily in person,2560,"Private nonprofit, 4-year",0.065234375
5-Nov,Tennessee,Hamilton,Chattanooga,Chattanooga State Community College,76,0.035924025,Primarily online,8241,"Public, 2-year",0.009222182
5-Nov,Tennessee,Shelby,Memphis,Christian Brothers University,81,0.041481445,Primarily in person,2034,"Private nonprofit, 4-year",0.039823009
5-Nov,Tennessee,Bradley,Cleveland,Cleveland State Community College,58,0.035880122,Hybrid,3264,"Public, 2-year",0.017769608
5-Nov,Tennessee,Maury,Columbia,Columbia State Community College,75,0.040783508,Primarily online,6221,"Public, 2-year",0.01205594
5-Nov,Tennessee,Wilson,Lebanon,Cumberland University,134,0.036043883,Other,2405,"Private nonprofit, 4-year",0.055717256
5-Nov,Tennessee,Dyer,Dyersburg,Dyersburg State Community College,53,0.067332275,Primarily online,2977,"Public, 2-year",0.017803158
5-Nov,Tennessee,Washington,Johnson City,East Tennessee State University,331,0.032989372,Primarily online,14317,"Public, 4-year",0.023119369
5-Nov,Tennessee,Madison,Jackson,Jackson State Community College,57,0.04176192,Primarily online,4862,"Public, 2-year",0.011723571
5-Nov,Tennessee,Claiborne,Harrogate,Lincoln Memorial University,98,0.017678901,Primarily in person,4798,"Private nonprofit, 4-year",0.020425177
5-Nov,Tennessee,Davidson,Nashville,Lipscomb University,119,0.051990653,Primarily in person,4620,"Private nonprofit, 4-year",0.025757576
5-Nov,Tennessee,Blount,Maryville,Maryville College,2,0.028199387,Primarily in person,1146,"Private nonprofit, 4-year",0.001745201
5-Nov,Tennessee,Rutherford,Murfreesboro,Middle Tennessee State University,344,0.039457093,Hybrid,21631,"Public, 4-year",0.015903102
5-Nov,Tennessee,Moore,Tullahoma,Motlow State Community College,40,0.045776819,Primarily online,6886,"Public, 2-year",0.005808888
5-Nov,Tennessee,Davidson,Nashville,Nashville State Community College,57,0.051990653,Hybrid,8284,"Public, 2-year",0.006880734
5-Nov,Tennessee,Sullivan,Blountville,Northeast State Community College,82,0.027565868,Hybrid,6139,"Public, 2-year",0.013357224
5-Nov,Tennessee,Knox,Knoxville,Pellissippi State Community College,30,0.030700831,Primarily online,10894,"Public, 2-year",0.002753809
5-Nov,Tennessee,Shelby,Memphis,Rhodes College,7,0.041481445,Fully online,2036,"Private nonprofit, 4-year",0.003438114
5-Nov,Tennessee,Roane,Harriman,Roane State Community College,76,0.029785321,Hybrid,5688,"Public, 2-year",0.013361463
5-Nov,Tennessee,Hamilton,Collegedale,Southern Adventist University,29,0.035924025,Fully in person,2942,"Private nonprofit, 4-year",0.00985724
5-Nov,Tennessee,Shelby,Memphis,Southwest Tennessee Community College,92,0.041481445,Primarily online,9347,"Public, 2-year",0.00984273
5-Nov,Tennessee,Davidson,Nashville,Tennessee State University,55,0.051990653,Hybrid,7774,"Public, 4-year",0.007074865
5-Nov,Tennessee,Putnam,Cookeville,Tennessee Technological University,605,0.059106486,Primarily in person,10186,"Public, 4-year",0.059395248
5-Nov,Tennessee,Davidson,Nashville,Trevecca Nazarene University,12,0.051990653,Primarily in person,3927,"Private nonprofit, 4-year",0.003055768
5-Nov,Tennessee,Greene,Greenville,Tusculum University,5,0.031026944,Primarily in person,1735,"Private nonprofit, 4-year",0.002881844
5-Nov,Tennessee,Madison,Jackson,Union University,62,0.04176192,Primarily in person,3247,"Private nonprofit, 4-year",0.019094549
5-Nov,Tennessee,Shelby,Memphis,University of Memphis,353,0.041481445,Primarily online,21458,"Public, 4-year",0.016450741
5-Nov,Tennessee,Hamilton,Chattanooga ,"University of Tennessee, Chattanooga",682,0.035924025,Primarily in person,11638,"Public, 4-year",0.058601134
5-Nov,Tennessee,Weakley,Martin,"University of Tennessee, Martin",361,0.050168027,Hybrid,7048,"Public, 4-year",0.051220204
5-Nov,Tennessee,Knox,Knoxville,"University of Tennessee, Knoxville",1820,0.030700831,Hybrid,28894,"Public, 4-year",0.062988856
5-Nov,Tennessee,Davidson,Nashville,Vanderbilt University,568,0.051990653,Other,12824,"Private nonprofit, 4-year",0.044291953
5-Nov,Tennessee,Sumner,Gallatin,Volunteer State Community College,109,0.035392586,Primarily online,9154,"Public, 2-year",0.011907363
5-Nov,Tennessee,Hamblen,Morristown,Walters State Community College,44,0.040779869,Primarily online,6144,"Public, 2-year",0.007161458
5-Nov,Texas,Taylor,Abilene,Abilene Christian University,297,0.037396583,Primarily in person,5204,"Private nonprofit, 4-year",0.057071483
5-Nov,Texas,Tom Green,San Angelo,Angelo State University,178,0.045184564,Hybrid,10387,"Public, 4-year",0.017136806
5-Nov,Texas,Grayson,Sherman,Austin College,87,0.02142983,Primarily in person,1299,"Private nonprofit, 4-year",0.066974596
5-Nov,Texas,McLennan,Waco,Baylor University,1181,0.042022734,Hybrid,17217,"Private nonprofit, 4-year",0.068594993
5-Nov,Texas,Washington,Brenham,Blinn College,243,0.02073463,Hybrid,21623,"Public, 2-year",0.011238034
5-Nov,Texas,Brazoria,Richwood,Brazosport College,1,0.034016096,Hybrid,4311,"Public, 4-year",0.000231965
5-Nov,Texas,Travis,Austin,Concordia University Texas,6,0.025705795,Hybrid,2568,"Private nonprofit, 4-year",0.002336449
5-Nov,Texas,Dallas,Dallas,Dallas Baptist University,46,0.040407267,Hybrid,4766,"Private nonprofit, 4-year",0.0096517
5-Nov,Texas,Harrison,Marshall,East Texas Baptist University,1,0.016948898,Hybrid,1613,"Private nonprofit, 4-year",0.000619963
5-Nov,Texas,Galveston,Galveston,Galveston College,3,0.037934874,Hybrid,2429,"Public, 2-year",0.001235076
5-Nov,Texas,Grayson,Dension,Grayson College,32,0.02142983,Hybrid,4372,"Public, 2-year",0.007319305
5-Nov,Texas,Taylor,Abilene,Hardin-Simmons University,37,0.037396583,Hybrid,2344,"Private nonprofit, 4-year",0.015784983
5-Nov,Texas,Hill,Hillsboro,Hill College,20,0.024748288,Primarily online,4447,"Public, 2-year",0.004497414
5-Nov,Texas,Harris,Houston,Houston Baptist University,2,0.035060599,Hybrid,3432,"Private nonprofit, 4-year",0.000582751
5-Nov,Texas,Jefferson,Beaumont,Lamar University,217,0.034420527,Primarily in person,14783,"Public, 4-year",0.014679023
5-Nov,Texas,Gregg,Longview,LeTourneau University,71,0.02943241,Primarily in person,3175,"Private nonprofit, 4-year",0.022362205
5-Nov,Texas,Lubbock,Lubbock,Lubbock Christian University,25,0.070019867,Primarily in person,1805,"Private nonprofit, 4-year",0.013850416
5-Nov,Texas,McLennan,Waco,McLennan Community College,129,0.042022734,Hybrid,8955,"Public, 2-year",0.01440536
5-Nov,Texas,Taylor,Abilene,McMurry University,66,0.037396583,Hybrid,1132,"Private nonprofit, 4-year",0.058303887
5-Nov,Texas,Midland,Midland,Midland College,22,0.033042662,Primarily online,5452,"Public, 4-year",0.004035216
5-Nov,Texas,Wichita,Wichita Falls,Midwestern State University,133,0.034341677,Primarily online,6102,"Public, 4-year",0.021796132
5-Nov,Texas,Ector,Odessa,Odessa College,75,0.043682282,Undetermined,7083,"Public, 2-year",0.010588734
5-Nov,Texas,Harris,Houston,Rice University,147,0.035060599,Hybrid,7124,"Private nonprofit, 4-year",0.020634475
5-Nov,Texas,Walker,Huntsville,Sam Houston State University,652,0.053980348,Hybrid,21213,"Public, 4-year",0.03073587
5-Nov,Texas,Kerr,Kerriville,Schreiner University,9,0.013992395,Primarily in person,1418,"Private nonprofit, 4-year",0.006346968
5-Nov,Texas,Hidalgo,McAllen,South Texas College,154,0.041940493,Hybrid,31949,"Public, 4-year",0.004820182
5-Nov,Texas,Dallas,Dallas,Southern Methodist University,757,0.040407267,Hybrid,11649,"Private nonprofit, 4-year",0.064984119
5-Nov,Texas,Nacogdoches,Nacogdoches,Stephen F. Austin State University,433,0.028265137,Hybrid,13144,"Public, 4-year",0.032942788
5-Nov,Texas,Brewster,Alpine,Sul Ross State University,125,0.029446919,Primarily in person,2739,"Public, 4-year",0.045637094
5-Nov,Texas,Erath,Stephenville,Tarleton State University,347,0.026113635,Primarily in person,13109,"Public, 4-year",0.026470364
5-Nov,Texas,Tarrant,Fort Worth,Texas Christian University,1292,0.033848034,Hybrid,10918,"Private nonprofit, 4-year",0.118336692
5-Nov,Texas,Smith,Tyler,Texas College,1,0.029993426,Fully online,1042,"Private nonprofit, 4-year",0.000959693
5-Nov,Texas,Guadalupe,Seguin,Texas Lutheran University,23,0.023476598,Primarily in person,1443,"Private nonprofit, 4-year",0.015939016
5-Nov,Texas,Harris,Houston,Texas Southern University,41,0.035060599,Hybrid,9732,"Public, 4-year",0.004212906
5-Nov,Texas,Hays,San Marcos,Texas State University,797,0.030765755,Primarily in person,38644,"Public, 4-year",0.020624159
5-Nov,Texas,Lubbock,Lubbock,Texas Tech University,2259,0.070019867,Primarily in person,38209,"Public, 4-year",0.059122196
5-Nov,Texas,Tarrant,Fort Worth,Texas Wesleyan University,64,0.033848034,Hybrid,2236,"Private nonprofit, 4-year",0.02862254
5-Nov,Texas,Bexar,San Antonia,Trinity University,20,0.033303819,Hybrid,2637,"Private nonprofit, 4-year",0.007584376
5-Nov,Texas,Smith,Tyler,Tyler Junior College,132,0.029993426,Hybrid,10106,"Public, 4-year",0.013061548
5-Nov,Texas,Dallas,Irving,University of Dallas,26,0.040407267,Hybrid,2542,"Private nonprofit, 4-year",0.010228167
5-Nov,Texas,Harris,Houston,University of Houston,341,0.035060599,Primarily online,46324,"Public, 4-year",0.007361195
5-Nov,Texas,Harris,Houston,University of Houston-Clear Lake,55,0.035060599,Primarily online,8961,"Public, 4-year",0.006137708
5-Nov,Texas,Harris,Houston,University of Houston-Downtown,21,0.035060599,Primarily online,14265,"Public, 4-year",0.001472135
5-Nov,Texas,Victoria,Victoria,University of Houston-Victoria,32,0.047510968,Primarily online,4336,"Public, 4-year",0.007380074
5-Nov,Texas,Denton,Denton,University of North Texas,474,0.020110301,Hybrid,38241,"Public, 4-year",0.012395073
5-Nov,Texas,Dallas,Dallas,"University of North Texas, Dallas",20,0.040407267,Primarily online,3757,"Public, 4-year",0.005323396
5-Nov,Texas,Tarrant,Arlington,"University of Texas, Arlington",184,0.033848034,Hybrid,47899,"Public, 4-year",0.003841416
5-Nov,Texas,Travis,Austin,"University of Texas, Austin",1581,0.025705795,Hybrid,51832,"Public, 4-year",0.030502392
5-Nov,Texas,Dallas,Dallas,"University of Texas, Dallas",80,0.040407267,Hybrid,28755,"Public, 4-year",0.002782125
5-Nov,Texas,El Paso,El Paso,"University of Texas, El Paso",835,0.06962149,Primarily online,25151,"Public, 4-year",0.033199475
5-Nov,Texas,Bexar,San Antonio,"University of Texas, San Antonio",41,0.033303819,Hybrid,32264,"Public, 4-year",0.001270766
5-Nov,Texas,Smith,Tyler,"University of Texas, Tyler",170,0.029993426,Hybrid,10206,"Public, 4-year",0.016656869
5-Nov,Texas,Bexar,San Antonio,University of the Incarnate Word,55,0.033303819,Primarily online,8263,"Private nonprofit, 4-year",0.006656178
5-Nov,Texas,Hale,Plainview,Wayland Baptist University,179,0.087020296,Primarily in person,4504,"Private nonprofit, 4-year",0.039742451
5-Nov,Utah,Utah,Provo,Brigham Young University,2472,0.050685674,Primarily in person,34499,"Private nonprofit, 4-year",0.071654251
5-Nov,Utah,Washington,St. George,Dixie State University,237,0.031950483,Primarily in person,9950,"Public, 4-year",0.023819095
5-Nov,Utah,Salt Lake,Salt Lake City,Salt Lake Community College,267,0.045800849,Primarily online,29156,"Public, 2-year",0.009157635
5-Nov,Utah,Sanpete,Ephraim,Snow College,16,0.017356734,Fully in person,5514,"Public, 4-year",0.002901705
5-Nov,Utah,Iron,Cedar City,Southern Utah University,74,0.018745783,Primarily online,10196,"Public, 4-year",0.007257748
5-Nov,Utah,Salt Lake,Salt Lake City,University of Utah,1322,0.045800849,Primarily online,33023,"Public, 4-year",0.040032704
5-Nov,Utah,Cache,Logan,Utah State University,1042,0.036495724,Hybrid,27932,"Public, 4-year",0.037304883
5-Nov,Utah,Utah,Orem,Utah Valley University,551,0.050685674,Primarily online,39931,"Public, 4-year",0.013798803
5-Nov,Utah,Weber,Ogden,Weber State University,207,0.029083866,Hybrid,28247,"Public, 4-year",0.007328212
5-Nov,Vermont,Bennington,Bennington,Bennington College,3,0.004059769,Hybrid,811,"Private nonprofit, 4-year",0.003699137
5-Nov,Vermont,Rutland,Castleton,Castleton University,2,0.002388686,Fully online,2196,"Public, 4-year",0.000910747
5-Nov,Vermont,Chittenden,Burlington,Champlain College,5,0.006570029,Hybrid,4531,"Private nonprofit, 4-year",0.001103509
5-Nov,Vermont,Windham,Putney,Landmark College,3,0.003694756,Primarily in person,519,"Private nonprofit, 4-year",0.005780347
5-Nov,Vermont,Addison,Middlebury,Middlebury College,4,0.003507627,Hybrid,2611,"Private nonprofit, 4-year",0.00153198
5-Nov,Vermont,Washington,Northfield,Norwich University,7,0.002482494,Primarily in person,3986,"Private nonprofit, 4-year",0.001756147
5-Nov,Vermont,Chittenden,Colchester,Saint Michael's College,44,0.006570029,Primarily in person,1950,"Private nonprofit, 4-year",0.022564103
5-Nov,Vermont,Chittenden,Burlington,University of Vermont,19,0.006570029,Hybrid,13395,"Public, 4-year",0.00141844
5-Nov,Vermont,Orange,Randolph,Vermont Technical College,3,0.001384466,Hybrid,1638,"Public, 4-year",0.001831502
5-Nov,Virginia,Tazewell,Bluefield,Bluefield College,82,0.014213573,Hybrid,1156,"Private nonprofit, 4-year",0.070934256
5-Nov,Virginia,Rockingham,Bridgewater,Bridgewater College,42,0.022514277,Primarily in person,1857,"Private nonprofit, 4-year",0.022617124
5-Nov,Virginia,Charlotte,Harrisonburg,Eastern Mennonite University,21,0.019107744,Primarily in person,1444,"Private nonprofit, 4-year",0.014542936
5-Nov,Virginia,Franklin,Ferrum,Ferrum College,46,0.019021448,Other,1124,"Private nonprofit, 4-year",0.040925267
5-Nov,Virginia,Fairfax,Fairfax,George Mason University,127,0.021547112,Hybrid,37316,"Public, 4-year",0.003403366
5-Nov,Virginia,Prince Edward,Hampden-Sydney,Hampden-Sydney College,97,0.034602228,Fully in person,1072,"Private nonprofit, 4-year",0.090485075
5-Nov,Virginia,Roanoke,Roanoke,Hollins University,7,0.019355318,Primarily in person,805,"Private nonprofit, 4-year",0.008695652
5-Nov,Virginia,Rockingham,Harrisonburg,James Madison University,1621,0.022514277,Fully online,21751,"Public, 4-year",0.074525309
5-Nov,Virginia,Campbell,Lynchburg,Liberty University,658,0.015086089,Primarily in person,79152,"Private nonprofit, 4-year",0.008313119
5-Nov,Virginia,Prince Edward,Farmville,Longwood University,110,0.034602228,Primarily in person,4911,"Public, 4-year",0.022398697
5-Nov,Virginia,Arlington,Arlington,Marymount University,50,0.020570676,Hybrid,3418,"Private nonprofit, 4-year",0.014628438
5-Nov,Virginia,Campbell,Lynchburg,Randolph College,1,0.015086089,Primarily online,626,"Private nonprofit, 4-year",0.001597444
5-Nov,Virginia,Hanover,Ashland,Randolph-Macon College,37,0.016517269,Primarily online,1488,"Private nonprofit, 4-year",0.024865591
5-Nov,Virginia,Roanoke,Salem,Roanoke College,74,0.019355318,Hybrid,2014,"Private nonprofit, 4-year",0.0367428
5-Nov,Virginia,Frederick,Winchester,Shenandoah University,94,0.014275637,Hybrid,3817,"Private nonprofit, 4-year",0.02462667
5-Nov,Virginia,Amherst,Sweet Briar,Sweet Briar College,10,0.02021832,Primarily in person,337,"Private nonprofit, 4-year",0.029673591
5-Nov,Virginia,Henrico,Richmond,University of Richmond,35,0.020292124,Primarily in person,4002,"Private nonprofit, 4-year",0.008745627
5-Nov,Virginia,Wise,Wise,"University of Virginia's College, Wise",20,0.020517347,Primarily online,2065,"Public, 4-year",0.00968523
5-Nov,Virginia,Richmond,Richmond,Virginia Commonwealth University,384,0.040230522,Primarily in person,30697,"Public, 4-year",0.012509366
5-Nov,Virginia,Washington,Abingdon,Virginia Highlands Community College,4,0.021548195,Primarily online,2387,"Public, 2-year",0.001675744
5-Nov,Virginia,Montgomery,Blacksburg,Virginia Tech,1347,0.031065104,Primarily in person,34683,"Public, 4-year",0.038837471
5-Nov,Virginia,Richmond,Richmond,Virginia Union University,6,0.040230522,Undetermined,1552,"Private nonprofit, 4-year",0.003865979
5-Nov,Virginia,Rockbridge,Lexington,Washington and Lee University,125,0.007265317,Primarily in person,2223,"Private nonprofit, 4-year",0.056230319
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,American University,30,0.025054233,Fully online,14311,"Private nonprofit, 4-year",0.00209629
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,Catholic University of America,214,0.025054233,Fully online,5956,"Private nonprofit, 4-year",0.035930154
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,Gallaudet University,1,0.025054233,Fully online,1557,"Private nonprofit, 4-year",0.000642261
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,George Washington University,67,0.025054233,Fully online,28172,"Private nonprofit, 4-year",0.002378248
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,Georgetown University,193,0.025054233,Fully online,19204,"Private nonprofit, 4-year",0.01004999
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,Howard University,21,0.025054233,Fully online,9139,"Private nonprofit, 4-year",0.002297844
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,Trinity Washington University,0,0.025054233,Primarily online,1782,"Private nonprofit, 4-year",0
5-Nov,"Washington, D.C.","Washington, D.C.",Washington,University of the District of Columbia,3,0.025054233,Primarily online,4244,"Public, 4-year",0.00070688
5-Nov,Washington,King,Bellevue,Bellevue College,0,0.013087818,Fully online,13226,"Public, 4-year",0
5-Nov,Washington,Whatcom,Bellingham,Bellingham Technical College,0,0.00732834,Fully online,2316,"Public, 4-year",0
5-Nov,Washington,Snohomish,Bothell,Cascadia College,0,0.013231024,Primarily online,3396,"Public, 4-year",0
5-Nov,Washington,Kittitas,Ellensburg,Central Washington University,173,0.016230312,Primarily in person,12342,"Public, 4-year",0.014017177
5-Nov,Washington,Lewis,Centralia,Centralia College,7,0.009627418,Primarily online,3167,"Public, 4-year",0.002210294
5-Nov,Washington,Clark,Vancouver,Clark College,1,0.010722164,Primarily online,9878,"Public, 4-year",0.000101235
5-Nov,Washington,Pierce,Lakewood,Clover Park Technical College,7,0.01377047,Primarily online,3905,"Public, 4-year",0.001792574
5-Nov,Washington,Franklin,Pasco,Columbia Basin College,7,0.054430699,Primarily online,7034,"Public, 4-year",0.000995166
5-Nov,Washington,Spokane,Cheney,Eastern Washington University,184,0.020112931,Primarily online,12633,"Public, 4-year",0.014565028
5-Nov,Washington,Snohomish,Everett,Everett Community College,9,0.013231024,Primarily online,7957,"Public, 2-year",0.00113108
5-Nov,Washington,Thurston,Olympia,Evergreen State College,0,0.006956109,Primarily online,3327,"Public, 4-year",0
5-Nov,Washington,Spokane,Spokane,Gonzaga University,115,0.020112931,Hybrid,7563,"Private nonprofit, 4-year",0.015205606
5-Nov,Washington,Grays Harbor,Aberdeen,Grays Harbor College,0,0.009925261,Primarily in person,1868,"Public, 4-year",0
5-Nov,Washington,King,Auburn,Green River College,3,0.013087818,Primarily online,8471,"Public, 4-year",0.000354149
5-Nov,Washington,King,Des Moines,Highline College,2,0.013087818,Primarily online,6530,"Public, 4-year",0.000306279
5-Nov,Washington,King,Kirkland,Lake Washington Institute of Technology,5,0.013087818,Primarily online,3670,"Public, 4-year",0.001362398
5-Nov,Washington,Cowlitz,Longview,Lower Columbia College,1,0.007911893,Primarily online,2819,"Public, 2-year",0.000354736
5-Nov,Washington,King,Seattle,North Seattle College,2,0.013087818,Primarily online,5929,"Public, 4-year",0.000337325
5-Nov,Washington,Whatcom,Bellingham,Northwest Indian College,2,0.00732834,Fully online,535,"Public, 4-year",0.003738318
5-Nov,Washington,Kitsap,Bremerton,Olympic College,1,0.006074269,Primarily online,6620,"Public, 4-year",0.000151057
5-Nov,Washington,Pierce,Tacoma,Pacific Lutheran University,13,0.01377047,Hybrid,3207,"Private nonprofit, 4-year",0.004053633
5-Nov,Washington,Clallam,Port Angeles,Peninsula College,0,0.003556142,Undetermined,2052,"Public, 4-year",0
5-Nov,Washington,King,Renton,Renton Technical College,3,0.013087818,Fully online,3546,"Public, 4-year",0.000846024
